股票代码,证券简称,参控公司,参控公司代码,参控关系,投资额(万元),持股比例(%),注册资本(万元),注册地,报告期,主营业务,是否上市/挂牌
000005.SZ,ST星源,景宁博世华环保科技有限公司,10681923.0,间接全资子公司,1682.28,100.0,1682.28,丽水市,06/30/2023,环保工程,否
000005.SZ,ST星源,贵州博世华环保科技有限公司,10680157.0,间接全资子公司,1500.0,100.0,1500.0,贵州铜仁市,06/30/2023,环保工程,否
000005.SZ,ST星源,深圳小茶餐饮管理有限公司,10601906.0,间接全资子公司,50.0,100.0,50.0,深圳市,06/30/2023,餐饮管理,否
000005.SZ,ST星源,浙江博格沃膜科技有限公司,10601656.0,间接全资子公司,1180.0,100.0,1180.0,杭州市,06/30/2023,制造业,否
000005.SZ,ST星源,浙江贝格勒环保设备有限公司,10598470.0,间接全资子公司,1080.0,100.0,1080.0,杭州市,06/30/2023,制造业,否
000005.SZ,ST星源,博世华环保科技德国有限公司,10572028.0,间接全资子公司,,100.0,,德国汉堡,06/30/2023,贸易业,否
000005.SZ,ST星源,深圳市新德利新能源汽车租赁有限公司,10489815.0,间接全资子公司,150.0,100.0,150.0,深圳市,06/30/2023,汽车租赁、充电站服务,否
000005.SZ,ST星源,浙江博世华环保科技有限公司,10476547.0,控股子公司,5802.618276,82.53,7030.92,杭州市,06/30/2023,环保业务,否
000005.SZ,ST星源,深圳智慧空间物业管理服务有限公司,10414948.0,控股子公司,18000.0,75.0,24000.0,深圳市,06/30/2023,物业管理,否
000005.SZ,ST星源,深圳市中环星苑房地产开发有限公司,10397769.0,联营企业,692.307684,36.0,1923.0769,深圳,06/30/2023,房地产开发,否
000005.SZ,ST星源,深圳市博经闻资讯技术有限公司,10015042.0,间接全资子公司,210.0,100.0,210.0,深圳市,06/30/2023,资讯服务,否
000005.SZ,ST星源,深圳国际商务有限公司,10015038.0,全资子公司,3000.0,100.0,3000.0,深圳市,06/30/2023,商务咨询,否
000005.SZ,ST星源,深圳世纪星源物业发展有限公司,10015037.0,全资子公司,3000.0,100.0,3000.0,深圳市,06/30/2023,房地产,否
000005.SZ,ST星源,上海大名星苑酒店有限公司,10007795.0,间接全资子公司,2100.0,100.0,2100.0,上海市,06/30/2023,酒店服务,否
000005.SZ,ST星源,星源重装(深圳)海洋科技有限公司,10000095826.0,全资子公司,1000.0,100.0,1000.0,深圳市,06/30/2023,服务业,否
000005.SZ,ST星源,厦门智慧空间生物科技有限公司,10000095819.0,全资子公司,1000.0,100.0,1000.0,厦门,06/30/2023,教育,否
000005.SZ,ST星源,富岛电力投资(印尼)有限公司,10000053106.0,间接控股子公司,,93.0,,印尼,06/30/2023,水电投资开发,否
000005.SZ,ST星源,世纪星源巴厘水资源系统有限公司,10000052966.0,控股子公司,,90.0,,香港,06/30/2023,水资源开发投资,否
000005.SZ,ST星源,浙江博世华环保产业园有限公司,10000030137.0,间接全资子公司,3000.0,100.0,3000.0,杭州市,06/30/2023,投资,否
000005.SZ,ST星源,深圳市海立方生物科技有限公司,10000003513.0,控股子公司,104.081633,51.0,204.081633,深圳市,12/31/2022,生物科技,否
000005.SZ,ST星源,浙江博世华环保产业园有限公司,10000030137.0,间接全资子公司,3000.0,100.0,3000.0,杭州市,12/31/2022,投资,否
000005.SZ,ST星源,世纪星源巴厘水资源系统有限公司,10000052966.0,控股子公司,,90.0,,香港,12/31/2022,水资源开发投资,否
000005.SZ,ST星源,富岛电力投资(印尼)有限公司,10000053106.0,间接控股子公司,,93.0,,印尼,12/31/2022,水电投资开发,否
000005.SZ,ST星源,厦门智慧空间教育服务有限公司,10000095819.0,全资子公司,1000.0,100.0,1000.0,厦门,12/31/2022,教育,否
000005.SZ,ST星源,星源重装(深圳)海洋科技有限公司,10000095826.0,全资子公司,1000.0,100.0,1000.0,深圳市,12/31/2022,服务业,否
000005.SZ,ST星源,上海大名星苑酒店有限公司,10007795.0,间接全资子公司,2100.0,100.0,2100.0,上海市,12/31/2022,酒店服务,否
000005.SZ,ST星源,深圳世纪星源物业发展有限公司,10015037.0,全资子公司,3000.0,100.0,3000.0,深圳市,12/31/2022,房地产,否
000005.SZ,ST星源,深圳国际商务有限公司,10015038.0,全资子公司,3000.0,100.0,3000.0,深圳市,12/31/2022,商务咨询,否
000005.SZ,ST星源,深圳市博经闻资讯技术有限公司,10015042.0,间接全资子公司,210.0,100.0,210.0,深圳市,12/31/2022,资讯服务,否
000005.SZ,ST星源,深圳市中环星苑房地产开发有限公司,10397769.0,联营企业,692.307684,36.0,1923.0769,深圳,12/31/2022,房地产开发,否
000005.SZ,ST星源,深圳智慧空间物业管理服务有限公司,10414948.0,控股子公司,18000.0,75.0,24000.0,深圳市,12/31/2022,物业管理,否
000005.SZ,ST星源,浙江博世华环保科技有限公司,10476547.0,控股子公司,5802.618276,82.53,7030.92,杭州市,12/31/2022,环保工程,否
000005.SZ,ST星源,深圳市新德利新能源汽车租赁有限公司,10489815.0,间接全资子公司,150.0,100.0,150.0,深圳市,12/31/2022,汽车租赁、充电站服务,否
000005.SZ,ST星源,博世华环保科技德国有限公司,10572028.0,间接全资子公司,,100.0,,德国汉堡,12/31/2022,贸易业,否
000005.SZ,ST星源,浙江贝格勒环保设备有限公司,10598470.0,间接全资子公司,1080.0,100.0,1080.0,杭州市,12/31/2022,制造业,否
000005.SZ,ST星源,浙江博格沃膜科技有限公司,10601656.0,间接全资子公司,1180.0,100.0,1180.0,杭州市,12/31/2022,制造业,否
000005.SZ,ST星源,深圳小茶餐饮管理有限公司,10601906.0,间接全资子公司,50.0,100.0,50.0,深圳市,12/31/2022,餐饮管理,否
000005.SZ,ST星源,贵州博世华环保科技有限公司,10680157.0,间接全资子公司,1500.0,100.0,1500.0,贵州铜仁市,12/31/2022,环保工程,否
000005.SZ,ST星源,景宁博世华环保科技有限公司,10681923.0,间接全资子公司,1682.28,100.0,1682.28,丽水市,12/31/2022,环保工程,否
000005.SZ,ST星源,富岛电力投资(香港)有限公司,10713021.0,控股子公司,,90.0,,香港,12/31/2022,水电投资开发,否
000005.SZ,ST星源,深圳市创意星源城市能源投资发展有限公司,10770660.0,控股子公司,27000.0,90.0,30000.0,深圳市,12/31/2022,投资,否
000005.SZ,ST星源,云南誉博环保科技有限公司,10934577.0,间接控股子公司,2880.0,90.0,3200.0,云南,12/31/2022,环保服务及运营,否
000005.SZ,ST星源,深圳市清研紫光投资有限公司,10934580.0,全资子公司,200.0,100.0,200.0,深圳市,12/31/2022,投资,否
000005.SZ,ST星源,赣州环博环保科技有限公司,10934583.0,间接全资子公司,50.0,100.0,50.0,江西,12/31/2022,环保工程,否
000005.SZ,ST星源,Head Crown Business Park Development Limited,10136935.0,参股子公司,,,0.0,,12/31/2022,,否
000005.SZ,ST星源,深圳光骅实业有限公司,10007803.0,参股子公司,,,900.0,广东省深圳市,12/31/2022,,否
000005.SZ,ST星源,深圳清研紫光科技有限公司,10435015.0,参股子公司,,,2000.0,广东省深圳市,12/31/2022,,否
000005.SZ,ST星源,深圳市蓝色空间创意城市基建有限公司,10000095361.0,参股子公司,,,1000.0,广东省深圳市,12/31/2022,,否
000006.SZ,深振业A,深圳市振业城市建设投资发展有限公司,10000028704.0,全资子公司,600.0,100.0,600.0,广东深圳,06/30/2023,旧改项目策划及房地产、工程管理咨询服务,否
000006.SZ,深振业A,振业(长沙)房地产开发有限公司,10000185955.0,全资子公司,5000.0,100.0,5000.0,湖南长沙,06/30/2023,房地产开发,否
000006.SZ,深振业A,深圳市振业商业运营管理有限公司,10961389.0,全资子公司,10000.0,100.0,10000.0,广东深圳,06/30/2023,房屋租赁及商业运营,否
000006.SZ,深振业A,广州市振发房地产开发有限公司,10927107.0,间接全资子公司,30000.0,100.0,30000.0,广东广州,06/30/2023,房地产开发,否
000006.SZ,深振业A,深圳市深汕特别合作区振业房地产发展有限公司,10606350.0,间接全资子公司,12000.0,100.0,12000.0,广东深汕特合作区,06/30/2023,房地产开发,否
000006.SZ,深振业A,天津振业津滨房地产开发有限公司,10581822.0,间接全资子公司,10000.0,100.0,10000.0,天津,06/30/2023,房地产开发,否
000006.SZ,深振业A,东莞市振业房地产开发有限公司,10575368.0,间接全资子公司,10000.0,100.0,10000.0,广东东莞,06/30/2023,房地产开发,否
000006.SZ,深振业A,天津振业佳元房地产开发有限公司,10491040.0,间接全资子公司,10000.0,100.0,10000.0,天津,06/30/2023,房地产开发,否
000006.SZ,深振业A,西安振业房地产开发有限公司,10423061.0,全资子公司,28000.0,100.0,28000.0,陕西西安,06/30/2023,房地产开发,否
000006.SZ,深振业A,深圳市振业房地产开发有限公司,10137039.0,全资子公司,30000.0,100.0,30000.0,广东深圳,06/30/2023,房地产开发及自有物业租赁,否
000006.SZ,深振业A,天津市振业资产管理有限公司,10115481.0,全资子公司,28000.0,100.0,28000.0,天津,06/30/2023,资产经营及房地产投资,否
000006.SZ,深振业A,广西振业房地产股份有限公司,10108669.0,控股子公司,14604.0,97.36,15000.0,广西南宁,06/30/2023,房地产开发,否
000006.SZ,深振业A,贵州振业房地产开发有限公司,10097773.0,全资子公司,3000.0,100.0,3000.0,贵州遵义,06/30/2023,房地产开发,否
000006.SZ,深振业A,天津市振业房地产开发有限公司,10095052.0,间接全资子公司,15000.0,100.0,15000.0,天津,06/30/2023,房地产开发,否
000006.SZ,深振业A,湖南振业房地产开发有限公司,10061680.0,控股子公司,12000.0,80.0,15000.0,湖南长沙,06/30/2023,房地产开发,否
000006.SZ,深振业A,天津振业化工发展有限公司,10043219.0,全资子公司,450.0,100.0,450.0,天津,06/30/2023,制造业,否
000006.SZ,深振业A,深圳市振业贸易发展有限公司,10043217.0,全资子公司,200.0,100.0,200.0,广东深圳,06/30/2023,贸易,否
000006.SZ,深振业A,惠州市惠阳区振业创新发展有限公司,10042762.0,控股子公司,21320.0,82.0,26000.0,广东惠州,06/30/2023,房地产开发,否
000006.SZ,深振业A,深圳市建设(集团)公司金属结构制品厂,10041645.0,全资子公司,45.0,100.0,45.0,广东深圳,06/30/2023,制造业,否
000006.SZ,深振业A,深圳市振业百瑞纪投资运营有限公司,10000615336.0,间接控股子公司,850.0,85.0,1000.0,广东深圳,06/30/2023,房地产租赁,否
000006.SZ,深振业A,深圳市振业公寓管理有限公司,10000588368.0,间接全资子公司,100.0,100.0,100.0,广东深圳,06/30/2023,房地产租赁,否
000006.SZ,深振业A,深圳市振业华舍一格公寓管理有限公司,10000540548.0,间接控股子公司,51.0,51.0,100.0,广东深圳,06/30/2023,房地产租赁,否
000006.SZ,深振业A,深圳市振业安歆公寓管理有限公司,10000424701.0,间接控股子公司,350.0,70.0,500.0,广东深圳,06/30/2023,房地产租赁,否
000006.SZ,深振业A,南京振新业装饰有限公司,10000326068.0,间接全资子公司,100.0,100.0,100.0,江苏南京,06/30/2023,装饰装修,否
000006.SZ,深振业A,深圳市振业窝趣投资运营有限公司,10000326064.0,间接控股子公司,70.0,70.0,100.0,广东深圳,06/30/2023,房地产租赁,否
000006.SZ,深振业A,深圳市振业置地有限公司,10000326036.0,全资子公司,1000.0,100.0,1000.0,广东深圳,06/30/2023,房地产租赁,否
000006.SZ,深振业A,深圳市振业同创投资运营管理有限公司,10000326029.0,间接控股子公司,700.0,70.0,1000.0,广东深圳,06/30/2023,房地产租赁,否
000006.SZ,深振业A,南京新振城装饰有限公司,10000326024.0,间接全资子公司,100.0,100.0,100.0,江苏南京,06/30/2023,装饰装修,否
000006.SZ,深振业A,深圳市振业城市服务有限公司,10000250646.0,间接全资子公司,500.0,100.0,500.0,广东深圳,06/30/2023,物业管理,否
000006.SZ,深振业A,广州市振业鸿远房地产开发有限公司,10000250282.0,间接全资子公司,1000.0,100.0,1000.0,广东广州,06/30/2023,房地产开发,否
000006.SZ,深振业A,南京振新业房地产开发有限公司,10000250158.0,控股子公司,510.0,51.0,1000.0,江苏南京,06/30/2023,房地产开发,否
000006.SZ,深振业A,广州市振业置地房地产开发有限公司,10000250098.0,全资子公司,1000.0,100.0,1000.0,广东广州,06/30/2023,房地产开发,否
000006.SZ,深振业A,南京新振城房地产开发有限公司,10000250039.0,控股子公司,5100.0,51.0,10000.0,江苏南京,06/30/2023,房地产开发,否
000006.SZ,深振业A,东莞市振业投资发展有限公司,10000084102.0,全资子公司,10000.0,100.0,10000.0,广东东莞,06/30/2023,房地产开发,否
000006.SZ,深振业A,西安振业创发置业有限公司,10000084099.0,全资子公司,20000.0,100.0,20000.0,陕西西安,06/30/2023,房地产开发,否
000006.SZ,深振业A,天津振业津海房地产开发有限公司,10000046642.0,全资子公司,10000.0,100.0,10000.0,天津,06/30/2023,房地产开发,否
000006.SZ,深振业A,河源市振业深河投资置业有限公司,10000046626.0,控股子公司,9500.0,50.0,19000.0,广东河源,06/30/2023,房地产开发,否
000006.SZ,深振业A,振业(长沙)房地产开发有限公司,10000185955.0,全资子公司,5000.0,100.0,5000.0,湖南长沙,12/31/2022,房地产开发,否
000006.SZ,深振业A,深圳市振业城市建设投资发展有限公司,10000028704.0,全资子公司,10000.0,100.0,10000.0,广东深圳,12/31/2022,棚户区改造,否
000006.SZ,深振业A,河源市振业深河投资置业有限公司,10000046626.0,控股子公司,9500.0,50.0,19000.0,广东河源,12/31/2022,房地产开发,否
000006.SZ,深振业A,天津振业津海房地产开发有限公司,10000046642.0,全资子公司,10000.0,100.0,10000.0,天津,12/31/2022,房地产开发,否
000006.SZ,深振业A,西安振业创发置业有限公司,10000084099.0,全资子公司,20000.0,100.0,20000.0,陕西西安,12/31/2022,房地产开发,否
000006.SZ,深振业A,东莞市振业投资发展有限公司,10000084102.0,全资子公司,10000.0,100.0,10000.0,广东东莞,12/31/2022,房地产开发,否
000006.SZ,深振业A,南京新振城房地产开发有限公司,10000250039.0,控股子公司,5100.0,51.0,10000.0,江苏南京,12/31/2022,房地产开发,否
000006.SZ,深振业A,广州市振业置地房地产开发有限公司,10000250098.0,全资子公司,1000.0,100.0,1000.0,广东广州,12/31/2022,房地产开发,否
000006.SZ,深振业A,南京振新业房地产开发有限公司,10000250158.0,控股子公司,510.0,51.0,1000.0,江苏南京,12/31/2022,房地产开发,否
000006.SZ,深振业A,广州市振业鸿远房地产开发有限公司,10000250282.0,间接全资子公司,1000.0,100.0,1000.0,广东广州,12/31/2022,房地产开发,否
000006.SZ,深振业A,深圳市振业城市服务有限公司,10000250646.0,间接全资子公司,500.0,100.0,500.0,广东深圳,12/31/2022,物业管理,否
000006.SZ,深振业A,南京新振城装饰有限公司,10000326024.0,间接全资子公司,100.0,100.0,100.0,江苏南京,12/31/2022,装饰装修,否
000006.SZ,深振业A,深圳市振业同创投资运营管理有限公司,10000326029.0,间接控股子公司,700.0,70.0,1000.0,广东深圳,12/31/2022,房地产租赁,否
000006.SZ,深振业A,深圳市振业置地有限公司,10000326036.0,全资子公司,1000.0,100.0,1000.0,广东深圳,12/31/2022,房地产租赁,否
000006.SZ,深振业A,深圳市振业窝趣投资运营有限公司,10000326064.0,间接控股子公司,70.0,70.0,100.0,广东深圳,12/31/2022,房地产租赁,否
000006.SZ,深振业A,南京振新业装饰有限公司,10000326068.0,间接全资子公司,100.0,100.0,100.0,江苏南京,12/31/2022,装饰装修,否
000006.SZ,深振业A,深圳市振业安歆公寓管理有限公司,10000424701.0,间接控股子公司,350.0,70.0,500.0,广东深圳,12/31/2022,房地产租赁,否
000006.SZ,深振业A,深圳市振业华舍一格公寓管理有限公司,10000540548.0,间接控股子公司,51.0,51.0,100.0,广东深圳,12/31/2022,房地产租赁,否
000006.SZ,深振业A,深圳市建设(集团)公司金属结构制品厂,10041645.0,全资子公司,45.0,100.0,45.0,广东深圳,12/31/2022,制造业,否
000006.SZ,深振业A,惠州市惠阳区振业创新发展有限公司,10042762.0,控股子公司,21320.0,82.0,26000.0,广东惠州,12/31/2022,房地产开发,否
000006.SZ,深振业A,深圳市振业贸易发展有限公司,10043217.0,全资子公司,200.0,100.0,200.0,广东深圳,12/31/2022,贸易,否
000006.SZ,深振业A,天津振业化工发展有限公司,10043219.0,全资子公司,450.0,100.0,450.0,天津,12/31/2022,制造业,否
000006.SZ,深振业A,湖南振业房地产开发有限公司,10061680.0,控股子公司,12000.0,80.0,15000.0,湖南长沙,12/31/2022,房地产开发,否
000006.SZ,深振业A,天津市振业房地产开发有限公司,10095052.0,间接全资子公司,15000.0,100.0,15000.0,天津,12/31/2022,房地产开发,否
000006.SZ,深振业A,贵州振业房地产开发有限公司,10097773.0,全资子公司,3000.0,100.0,3000.0,贵州遵义,12/31/2022,房地产开发,否
